rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
NA,2023-09-27,197949,NA,MW,9,614404.1111382584,6010346.404285825,Tributary to Tagit Creek,Unnamed,NA,NA,Closed Bottom Structure,Round Culvert,1.2,14,No,NA,No,No,NA,1.2,0.5,0.6,No,2,2,2,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Numerous fish spotted in outlet pool. Low flow but water present upstream and downstream. ,NA,NA,NA,2023-09-27T11:10:01Z,MateoW,197949
NA,2023-09-27,198022,NA,AI,9,614702.8627595912,6009975.519000476,Tributary to Tagit Creek,R05232 17,NA,West Fraser Mills,Closed Bottom Structure,Round Culvert,1,14.5,No,NA,No,No,NA,2,0,0,No,2,2.8,2,Yes,Yes,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Moderate value habitat. Habitat confirmation conducted with stream, walked from upstream crossing down through wetland type area to culvert. Mostly dewatered besides small section above this crossing and below the upper crossing. Surveyed from upstream to down and ended up on road approximately 40 m to the north. Stream seems to merge with wetland type area just upstream of the road. Fish sampling conducted with dolly varden captured in small (2.5m2) outlet pool. 
",NA,NA,NA,2023-09-27T12:12:45Z,newgraph_airvine,198022
NA,2023-09-21,198215,NA,MW,9,582170.998399625,6135021.754633744,Date Creek,Date Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,3.7,32.5,No,NA,No,No,NA,4,1,0.7,No,4,4.2,6.5,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Two big pipes. Small amount of flow through one but moderate flow through other one. Very big outlet drop and deep outlet pool. Crossing is very close to Kispiox River.,NA,NA,NA,2023-09-21T12:39:29Z,MateoW,198215
NA,2023-09-22,198217,NA,MW,9,582844.9286681812,6130495.18485187,Tributary to Skeena River ,Sik-e-dakh water tower road,NA,NA,Closed Bottom Structure,Round Culvert,2.5,10,No,NA,No,No,NA,1.2,0.9,0.7,No,3,4.5,2,Yes,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Two pipes, significant outlet drop and deep outlet pool. Abundant spawning gravels present upstream of crossing. ",NA,NA,NA,2023-09-22T15:48:34Z,MW,198217
NA,2023-09-21,198225,NA,MW,9,584895.7709309408,6152499.168495228,Sterritt Creek,Babine Slide FSR ,NA,NA,Closed Bottom Structure,Round Culvert,2.4,30,No,NA,No,No,NA,3,0.5,2,No,3.5,4.1,4,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Natural barrier at outlet of culvert. Approx 2m high cascade flowing over bedrock into outlet pool. High velocity in pipe. Wide stream channel with predominantly cobble substrate.,NA,NA,NA,2023-09-21T11:04:00Z,MateoW,198225
NA,2023-09-12,NA,14000571,MW,9,631702.6820074401,6017418.0057513295,Tributary to Houston Tommy Creek,Spur,NA,NA,Closed Bottom Structure,Round Culvert,1.6,18,No,NA,No,No,NA,8,0.7,0.5,No,4,2.8,3,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Very good habitat upstream and downstream. Culvert is a little bent in the middle. Big outlet drop, fish spotted in outlet pool. Moderate flowing stream.",NA,NA,NA,2023-09-12T14:35:45Z,MateoW,14000571
NA,2023-09-12,NA,14000575,MW,9,636436.2452068902,6020756.238491625,Tributary to Morice River,Gold Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.2,16,No,NA,No,No,NA,1.5,0.2,0.9,No,0,2.2,2.5,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Culvert very warped on inlet side. Deep outlet pool indicating culvert is undersized. Fry spotted in outlet pool. Wide channel with good flow and habitat value.,NA,NA,NA,2023-09-12T14:12:45Z,MateoW,14000575
NA,2023-09-12,NA,14000638,MW,9,637530.9413890527,6021807.886733476,Tributary to Morice River,Gold Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.2,24,No,NA,No,No,NA,4,0,0.4,No,5,1.7,4,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Stream is mostly dewatered, not flowing. Some water in pools. Small amount of water in culvert but no flow. Outlet pool present. Habitat looks good at higher flows.",NA,NA,NA,2023-09-12T13:11:07Z,MateoW,14000638
NA,2023-09-12,NA,14000855,MW,9,636690.8431935873,6020942.734381991,Tributary to Morice River,Spur,NA,NA,Closed Bottom Structure,Round Culvert,0.9,18,No,NA,No,No,NA,1,0,1.2,No,1,1.9,3,Yes,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Erosion present on road near outlet. Old, rusted culvert. Fry spotted near inlet. Debris jam blocking most of inlet. Good habitat on both sides. Not a very high traffic road. Might need restoration if road erodes further. Culvert is a little undersized.",NA,NA,NA,2023-09-12T13:44:21Z,MateoW,14000855
NA,2023-09-12,NA,14001106,MW,9,631502.1009124245,6018104.210810856,Tributary to Houston Tommy Creek,Holland Rd,NA,NA,Closed Bottom Structure,Round Culvert,1.2,14,No,NA,No,No,NA,0.7,0.1,0.7,No,1,1.9,2,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Deep outlet pool, culvert may be undersized. Relatively wide stream with good habitat.",NA,NA,NA,2023-09-12T15:05:09Z,MateoW,14001106
NA,2023-09-13,NA,14000707,AI,9,648055.2863069141,5994864.603842476,Wrinch Creek,Morice-Owen FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.75,26,No,NA,No,No,NA,1.5,0.3,0.75,No,2,1.5,2,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Good flow for area and this time of year. Small channel through wetland type area downstream. Inlet of pipe is damaged with part of the pipe lodged inside.   Substrate upstream appears to be composed of fines           only.             ,NA,NA,NA,2023-09-13T17:07:05Z,NA,14000707
NA,2023-09-13,NA,14000708,MW,9,647361.77971394,5997427.3008342525,Emil Creek,Morice-Owen FSR,41.1,NA,Closed Bottom Structure,Round Culvert,1.3,15,Yes,0.1,Yes,No,NA,1,0,0,No,2,2.5,4,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Stream dewatered. Wide channel with embedded culvert. Culvert filled with substrate almost all the way to top. Looks like high habitat quality when stream is flowing. Culvert close to road, lower fill depth on inlet side.",NA,NA,NA,2023-09-13T16:55:20Z,MateoW,14000708
NA,2023-09-16,NA,14000637,AI,9,640014.015273088,6023911.106986658,Tributary to Morice River,Gold FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.9,24,No,NA,No,No,NA,5,0.75,0.15,No,2,2,1.5,No,Yes,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Really good flow for the area on this very dry year. Numerous small fish observed upstream of the culvert. Cattle accessing the stream from the road upstream. Large outlet drop.          ,NA,NA,NA,2023-09-16T14:42:55Z,,14000637
NA,2023-09-16,NA,14001105,MW,9,631177.9079678318,6018352.380598383,Unnamed,Holland Rd,NA,NA,Closed Bottom Structure,Round Culvert,1,10,No,NA,No,No,NA,0.6,0.2,0,No,1,0.8,2.5,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Dewatered tributary. Very overgrown and small stream channel. Culvert is bent downwards near the middle.,NA,NA,NA,2023-09-16T11:48:23Z,MateoW,14001105
NA,2023-09-18,NA,24600461,AI,9,590957.9277111269,6071958.5628661765,Tributary to McDonnel Lake,Spur,0.75,NA,Other,Ford,5,3,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Ford. With this point of historic sockeye spawning just upstream. Fry observed. Abundant gravel throughout.          ,NA,NA,NA,2023-09-18T16:49:33Z,,24600461
NA,2023-09-19,NA,24601268,MW,9,597568.3893406498,6070336.653891638,Tributary to Zymoetz River,Dennis West FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,12,No,NA,No,No,NA,0.8,1,0.3,No,6,1.1,8,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Dewatered stream, small channel and overgrown. Very big outlet drop. ",NA,NA,NA,2023-09-19T17:02:08Z,MateoW,24601268
NA,2023-09-19,NA,24601275,AI,9,592852.1934102976,6070860.675536646,Tributary to McDonnell Lake,Denis West FSR,NA,NA,Open Bottom Structure,Wood Box Culvert,5,20,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Wood box culvert. Huge timbers.          ,NA,NA,NA,2023-09-19T16:47:42Z,newgraph_airvine,24601275
NA,2023-09-19,NA,24601279,MW,9,590211.2662061886,6069930.625866835,Tributary to MacDonell Lake,Dennis West FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.1,10,No,NA,No,No,NA,1.2,0,0,No,8,0.8,11,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Grassy wetland habitat upstream and small channel. Steep system. Stream bed substrate is mostly mud, not ideal fish habitat. ",NA,NA,NA,2023-09-19T16:12:26Z,MateoW,24601279
NA,2023-09-19,NA,24601280,AI,9,597636.8686162182,6070219.779971563,Tributary to Zymoetz River,Denis West FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,18.5,No,NA,No,No,NA,1,0.18,0.4,Yes,5,1.8,7,No,Yes,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Nice stream with good flow and abundant gravel. Pipe is very under sized and appears to have been trudged at the upstream end to clear it. Fish observed an outlet pool.           ,NA,NA,NA,2023-09-19T18:36:33Z,newgraph_airvine,24601280
NA,2023-09-25,NA,8300003,MW,9,585139.9670579716,6119114.877677416,Chicago Creek,Hwy 16,NA,Moti,Closed Bottom Structure,Round Culvert,1.6,20,No,NA,No,No,NA,4,0.2,0.7,No,4.5,3.9,3,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Small rapids near inlet creating small drop. Appears to be high stream velocity in culvert, installing baffles could be an option. Wide stream with high flow, gravels present upstream.",NA,NA,NA,2023-09-25T10:42:03Z,MateoW,8300003
NA,2023-09-25,NA,8300013,MW,9,581147.4614727079,6115878.650126515,Gershwin Creek,Braucher Rd,NA,NA,Closed Bottom Structure,Round Culvert,0.75,8,No,NA,No,No,NA,1,0,0,No,2,2.1,3,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Culvert is barely visible, small part of outlet can be seen but the rest is buried and submerged in water. Inlet not visible. Pipe looks very old and in bad condition. Moderate flow downstream with well defined channel. Upstream, channel is very overgrown and grassy vegetation. Culvert slope estimated.",NA,NA,NA,2023-09-25T11:47:42Z,MateoW,8300013
NA,2023-09-25,NA,8300091,MW,9,585181.3249660563,6120192.0778484885,Tributary to Skeena River,Aldous St,NA,NA,Closed Bottom Structure,Round Culvert,2,15,No,NA,No,No,NA,2.2,0,0,No,1,3.1,1,No,Yes,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Good flowing stream, fry spotted in culvert and upstream. No outlet drop or pool. Some gravels downstream, only sand/fines upstream of culvert. Flows through residential area. Channel is wider upstream than downstream.",NA,NA,NA,2023-09-25T09:08:22Z,MateoW,8300091
NA,2023-09-25,NA,8300094,MW,9,578733.4641091301,6113127.224666766,Comeau Creek,Hwy 16,NA,Moti,Closed Bottom Structure,Round Culvert,0.9,32,No,NA,No,No,NA,3,0,0,No,2,0.9,3,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Dewatered stream, very small channel upstream, overgrown and poorly defined. Outlet could not be found. No visible channel downstream.",NA,NA,NA,2023-09-25T14:08:23Z,MateoW,8300094
NA,2023-09-25,NA,8300157,AI,9,562493.6055393055,6105028.555887969,Shandilla Creek,Highway 16,NA,MOTI,Closed Bottom Structure,Oval Culvert,4.5,28,No,NA,No,No,NA,4,2,0.4,Yes,5.5,5.8,8,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Very large stream with massive outlet drop on the pipe. Slight gradient change within the pipe for the last one and a half metres before the outlet as it is a bit steeper. Skeena river is immediately downstream of the outlet.  Pink salmon, spawning location noted in upstream of the site.                  ",NA,NA,NA,2023-09-25T15:23:46Z,,8300157
NA,2023-09-25,NA,8300756,MW,9,585631.4305126023,6120092.052672844,Tributary to Skeena River,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,1.25,34,No,NA,No,No,NA,6,0.05,0.3,No,0.5,2.4,2,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Very long culvert. Small road/trail between highway and outlet, culvert runs underneath both. Upstream side is in fenced off agricultural field, could not access. Lots of fines/sands in stream bed. Some gravels and cobbles. Good flow in culvert, does not appear to be a fish passage issue.",NA,NA,NA,2023-09-25T09:32:36Z,MateoW,8300756
NA,2023-09-25,NA,8300759,MW,9,584964.960265714,6118989.202022667,Tributary to Chicago Creek,Hwy 16,NA,Moti,Closed Bottom Structure,Round Culvert,1.8,22,No,NA,No,No,NA,1.6,0,0,No,0.5,2.3,3.5,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Relatively wide channel with high flow. Wetland habitat upstream. Beaver grate at inlet, 0.25m wide between vertical metal rods so still passable to all fish. Some stream substrate and cobbles present in culvert.",NA,NA,NA,2023-09-25T11:13:12Z,MateoW,8300759
NA,2023-09-25,NA,8300872,MW,9,581254.6151156514,6115637.24631568,Tributary to Gershwin Creek,Hwy 16,NA,Moti,Closed Bottom Structure,Round Culvert,1.5,20,No,NA,No,No,NA,3,0.4,0.9,No,2,4.1,1.5,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Adult fish spotted in outlet pool (approx. 40cm long). Good spawning gravels just downstream of outlet pool. Wide channel.,NA,NA,NA,2023-09-25T12:19:12Z,MateoW,8300872
NA,2023-09-25,NA,8300970,MW,9,569106.4441298228,6105804.118150496,Andimaul Creek,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,1.5,20,No,NA,No,No,NA,1.2,1.6,0.5,No,5,3.9,7,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Massive outlet drop. Stream flows over big boulders before dropping down and creating large outlet pool. Some holes in culvert near end of pipe at outlet where water is flowing down through. High stream velocity in pipe. Nice stream with wide channel and high flow. Water line in stream downstream of crossing.,NA,NA,NA,2023-09-25T15:04:28Z,MateoW,8300970
NA,2023-09-25,NA,8302868,AI,9,584380.0436413154,6119478.135409188,Chicago Creek,Railway,NA,Canadian National ,Closed Bottom Structure,Round Culvert,1.7,75,No,NA,No,No,NA,18,1.2,1,Yes,2,5,2,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,High value habitat. Major work has been done on this crossing to backwater the outlet using driven sheet pilings. There is an approximate 1.2 m high drop following 40 m of stream after the outlet where adult coho spawners are staged. Incredible spawning habitat upstream with low gradients and abundant gravels. structure has the date 1920 stamped on the inlet.          ,NA,NA,NA,2023-09-25T11:06:50Z,,8302868
NA,2023-09-25,NA,8302869,AI,9,580430.3081150143,6115771.541401188,Gershwin Creek,Railway,NA,Canadian National ,Closed Bottom Structure,Concrete Box,1.5,120,No,NA,No,No,NA,30,0.4,0.35,No,7,4.5,10,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Very high value habitat upstream with pockets of gravel throughout. Adult CT or RB observed just downstream of Highway 16. Crossing upstream of here. Structure is dated 1923. Water flows within the box. Culvert at the time of the survey were approximately two through 5 cm deep Skeena fisheries commission site with recommendation for installation of baffles.          ,NA,NA,NA,2023-09-25T13:35:25Z,,8302869
NA,2023-09-25,NA,8800020,AI,9,543151.8257248967,6096208.829787428,Tributary to Skeena River,Cedar ale Road,NA,MOTI,Closed Bottom Structure,Round Culvert,1.5,22,No,NA,No,No,NA,4,0,0,No,1,1,2,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Try at the time of survey. Well defined channel. Connects to a side channel of the skinny river.         ,NA,NA,NA,2023-09-25T16:13:26Z,,8800020
NA,2023-09-25,NA,8800072,MW,9,547005.6272366742,6100116.5421801135,Tributary to Skeena River ,Hwy 16,NA,NA,Closed Bottom Structure,Oval Culvert,4.8,22,No,NA,No,No,NA,0.2,0.8,0.8,No,3,6.4,6.5,No,Yes,Bedrock,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Big outlet drop and relatively deep pool. Big, wide culvert, some stream substrate in pipe but only on one side. Wide channel, high flow and steep system. Very low fill depth. Small fry seen in pipe.",NA,NA,NA,2023-09-25T16:04:40Z,MateoW,8800072
NA,2023-09-26,NA,8800026,AI,9,538524.1910100717,6050851.2396789435,Singlehurst Creek,Highway 16,NA,MOTI,Closed Bottom Structure,Round Culvert,2,42,No,NA,No,No,NA,6,0.4,1.2,No,2.5,5.7,1,No,Yes,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"High value, Spany habitat upstream. One rad observed upstream. DFO and MOTI historic back watering and side channel sites. Approximately 30 pink salmon spawners and 10 steelhead spawners immediately downstream of the last wooden structure downstream of the pipe.          ",NA,NA,NA,2023-09-26T10:06:21Z,,8800026
NA,2023-09-26,NA,8800047,MW,9,539057.949232143,6051847.727188966,Singlehurst Creek,Singlehurst Road,NA,NA,Closed Bottom Structure,Round Culvert,3.1,22,No,NA,No,No,NA,1,0.2,0.7,No,3,4.6,2.5,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Abundant gravels present upstream. Very wide channel with good flow. Minimal outlet drop but deep pool. ,NA,NA,NA,2023-09-26T10:10:43Z,MateoW,8800047
NA,2023-09-26,NA,8800056,MW,9,537939.7855108745,6048485.058310389,Noble Five Creek,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,1,24,No,NA,No,No,NA,5,1.6,0.5,No,4,2.1,5,No,No,Deep Fill,Medium,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"High fill depth and massive outlet drop. Pipe is bent sideways in the middle, can barely see the other side from inlet. Moderate flow in stream.",NA,NA,NA,2023-09-26T09:17:20Z,MateoW,8800056
NA,2023-09-26,NA,8800070,AI,9,536437.3707659568,6046472.962600345,Fall Creek,Highway 16,NA,MOTI,Closed Bottom Structure,Round Culvert,2.5,24,No,NA,No,No,NA,1,1.6,1.4,Yes,1.5,5.6,6.5,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Outlet of pipe is almost at high watermark of the Skeena. Suspect that elevation of the pipe may need to consider high water levels for the Skeena. However, normal high water level is not much higher than outlet pool surface level at time of the survey so outlet drop is nearly always elevated. Large stream with good flow. Coho observed upstream in FISS.        ",NA,NA,NA,2023-09-26T09:35:23Z,,8800070
NA,2023-09-26,NA,8800076,MW,9,538963.8675813008,6089976.477102162,Flint Creek,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,5,34,No,NA,No,No,NA,8,0,0.3,No,6,6.8,5,No,No,Deep Fill,High,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Massive pipe, wide stream with high flow. Baffles in pipe reducing stream velocity and allows fish to rest. Rainbow confirmed upstream and downstream.",NA,NA,NA,2023-09-26T14:12:09Z,MateoW,8800076
NA,2023-09-26,NA,8800130,MW,9,541520.3597182916,6058092.082864572,Tributary to Skeena River,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,0.9,42,No,NA,No,No,NA,8,1,0,Yes,1,1.6,1,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,Big outlet drop to Skeena River channel. Could be accessible during high-water in river. Small channel upstream. Stream is flowing. Chinook sampled upstream in the past.,NA,NA,NA,2023-09-26T11:29:54Z,MateoW,8800130
NA,2023-09-26,NA,8800140,AI,9,545406.6685022237,6075537.554802217,Tributary to Skeena River ,Highway 16,NA,MOTI,Closed Bottom Structure,Round Culvert,1.5,24,No,NA,No,No,NA,1.7,0,0,No,0,8,0,Yes,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Beaver dam, approximately 1.4 m high located 5 m upstream of the inlet fever influence wetland upstream however, stream was dry at time of survey downstream of the Beaverdam. Skeena River is immediately downstream of the outlet with the high water level, approximately 2 m below pipe outlet. Culvert isn’t very poor condition with top side of the inlet, bent down and pipe rusted all the way through the bottom for the last 2 m of pipe at outlet. The area upstream of the highway may historically have provided refuge in high flows. However, at time of survey water levels were low with water quite stagnant.          ",NA,NA,NA,2023-09-26T13:00:04Z,,8800140
NA,2023-09-26,NA,8800144,MW,9,542400.7419915826,6078903.60980277,Tributary to Skeena River,Hwy 16,NA,NA,Closed Bottom Structure,Round Culvert,0.6,18,No,NA,No,No,NA,1,0,0,No,2,0.6,2,No,No,Deep Fill,Low,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"Dewatered, no defined stream channel found. Outlet barely visible. ",NA,NA,NA,2023-09-26T13:29:33Z,MateoW,8800144
