rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-09-21,198215,,MW,9,582170.998399625,6135021.754633744,Dale Creek,Date Creek FSR,,,Closed Bottom Structure,Round Culvert,3.7,32.5,No,,No,No,,4,1,0.7,No,4,4.2,6.5,No,Yes,Deep Fill,High,,,10,,,,,,,,Two big pipes. Small amount of flow through one but moderate flow through other one. Very big outlet drop and deep outlet pool. Crossing is very close to Kispiox River.,,,,2023-09-21T12:39:29Z,MateoW,198215
,2023-09-22,198217,,MW,9,582844.9286681812,6130495.18485187,Tributary to Skeena River ,Sik-e-dakh water tower road,,,Closed Bottom Structure,Round Culvert,2.5,10,No,,No,No,,1.2,0.9,0.7,No,3,4.5,2,Yes,Yes,Deep Fill,High,,,10,,,,,,,,"Two pipes, significant outlet drop and deep outlet pool. Abundant spawning gravels present upstream of crossing. ",,,,2023-09-22T15:48:34Z,MW,198217
,2023-09-21,198225,,MW,9,584895.7709309408,6152499.168495228,Sterritt Creek,Babine Slide FSR ,,,Closed Bottom Structure,Round Culvert,2.4,30,No,,No,No,,3,0.5,2,No,3.5,4.1,4,No,No,Deep Fill,Medium,,,10,,,,,,,,Natural barrier at outlet of culvert. Approx 2m high cascade flowing over bedrock into outlet pool. High velocity in pipe. Wide stream channel with predominantly cobble substrate.,,,,2023-09-21T11:04:00Z,MateoW,198225
,2023-09-12,,14000571,MW,9,631702.6820074401,6017418.0057513295,Tributary to Houston Tommy Creek,Spur,,,Closed Bottom Structure,Round Culvert,1.6,18,No,,No,No,,8,0.7,0.5,No,4,2.8,3,No,Yes,Deep Fill,High,,,10,,,,,,,,"Very good habitat upstream and downstream. Culvert is a little bent in the middle. Big outlet drop, fish spotted in outlet pool. Moderate flowing stream.",,,,2023-09-12T14:35:45Z,MateoW,14000571
,2023-09-12,,14000575,MW,9,636436.2452068902,6020756.238491625,Tributary to Morice River,Gold Creek FSR,,,Closed Bottom Structure,Round Culvert,1.2,16,No,,No,No,,1.5,0.2,0.9,No,0,2.2,2.5,No,Yes,Deep Fill,High,,,10,,,,,,,,Culvert very warped on inlet side. Deep outlet pool indicating culvert is undersized. Fry spotted in outlet pool. Wide channel with good flow and habitat value.,,,,2023-09-12T14:12:45Z,MateoW,14000575
,2023-09-12,,14000638,MW,9,637530.9413890527,6021807.886733476,Tributary to Morice River,Gold Creek FSR,,,Closed Bottom Structure,Round Culvert,1.2,24,No,,No,No,,4,0,0.4,No,5,1.7,4,No,No,Deep Fill,Medium,,,10,,,,,,,,"Stream is mostly dewatered, not flowing. Some water in pools. Small amount of water in culvert but no flow. Outlet pool present. Habitat looks good at higher flows.",,,,2023-09-12T13:11:07Z,MateoW,14000638
,2023-09-12,,14000855,MW,9,636690.8431935873,6020942.734381991,Tributary to Morice River,Spur,,,Closed Bottom Structure,Round Culvert,0.9,18,No,,No,No,,1,0,1.2,No,1,1.9,3,Yes,Yes,Deep Fill,High,,,10,,,,,,,,"Erosion present on road near outlet. Old, rusted culvert. Fry spotted near inlet. Debris jam blocking most of inlet. Good habitat on both sides. Not a very high traffic road. Might need restoration if road erodes further. Culvert is a little undersized.",,,,2023-09-12T13:44:21Z,MateoW,14000855
,2023-09-12,,14001106,MW,9,631502.1009124245,6018104.210810856,Tributary to Houston Tommy Creek,Holland Rd,,,Closed Bottom Structure,Round Culvert,1.2,14,No,,No,No,,0.7,0.1,0.7,No,1,1.9,2,No,No,Deep Fill,High,,,10,,,,,,,,"Deep outlet pool, culvert may be undersized. Relatively wide stream with good habitat.",,,,2023-09-12T15:05:09Z,MateoW,14001106
,2023-09-13,,14000707,AI,9,648055.2863069141,5994864.603842476,Wrinch Creek,Morice-Owen FSR,,,Closed Bottom Structure,Round Culvert,0.75,26,No,,No,No,,1.5,0.3,0.75,No,2,1.5,2,No,No,Deep Fill,Medium,,,10,,,,,,,,Good flow for area and this time of year. Small channel through wetland type area downstream. Inlet of pipe is damaged with part of the pipe lodged inside.   Substrate upstream appears to be composed of fines           only.             ,,,,2023-09-13T17:07:05Z,,14000707
,2023-09-13,,14000708,MW,9,647361.77971394,5997427.3008342525,Emil Creek,Morice-Owen FSR,41.1,,Closed Bottom Structure,Round Culvert,1.3,15,Yes,0.1,Yes,No,,1,0,0,No,2,2.5,4,No,No,Deep Fill,High,,,10,,,,,,,,"Stream dewatered. Wide channel with embedded culvert. Culvert filled with substrate almost all the way to top. Looks like high habitat quality when stream is flowing. Culvert close to road, lower fill depth on inlet side.",,,,2023-09-13T16:55:20Z,MateoW,14000708
,2023-09-16,,14000637,AI,9,640014.015273088,6023911.106986658,Tributary to Morice River,Gold FSR,,,Closed Bottom Structure,Round Culvert,0.9,24,No,,No,No,,5,0.75,0.15,No,2,2,1.5,No,Yes,Deep Fill,Medium,,,10,,,,,,,,Really good flow for the area on this very dry year. Numerous small fish observed upstream of the culvert. Cattle accessing the stream from the road upstream. Large outlet drop.          ,,,,2023-09-16T14:42:55Z,,14000637
,2023-09-16,,14001105,MW,9,631177.9079678318,6018352.380598383,Tributary to Houston Tommy Creek,Holland Rd,,,Closed Bottom Structure,Round Culvert,1,10,No,,No,No,,0.6,0.2,0,No,1,0.8,2.5,No,No,Deep Fill,Low,,,10,,,,,,,,Dewatered tributary. Very overgrown and small stream channel. Culvert is bent downwards near the middle.,,,,2023-09-16T11:48:23Z,MateoW,14001105
,2023-09-18,,24600461,AI,9,590957.9277111269,6071958.5628661765,Tributary to McDonell Lake,Spur,0.75,,Other,Ford,5,3,No,,No,No,,,,,No,,,,No,No,,,,,10,,,,,,,,Ford. With this point of historic sockeye spawning just upstream. Fry observed. Abundant gravel throughout.          ,,,,2023-09-18T16:49:33Z,,24600461
,2023-09-19,,24601268,MW,9,597568.3893406498,6070336.653891638,Tributary to Zymoetz River,Dennis West FSR,,,Closed Bottom Structure,Round Culvert,0.6,12,No,,No,No,,0.8,1,0.3,No,6,1.1,8,No,No,Deep Fill,Low,,,10,,,,,,,,"Dewatered stream, small channel and overgrown. Very big outlet drop. ",,,,2023-09-19T17:02:08Z,MateoW,24601268
,2023-09-19,,24601275,AI,9,592852.1934102976,6070860.675536646,Tributary to McDonell Lake,Denis West FSR,,,Open Bottom Structure,Wood Box Culvert,5,20,No,,No,No,,,,,No,,,,No,No,,,,,10,,,,,,,,Wood box culvert. Huge timbers.          ,,,,2023-09-19T16:47:42Z,newgraph_airvine,24601275
,2023-09-19,,24601279,MW,9,590211.2662061886,6069930.625866835,Tributary to McDonell Lake,Dennis West FSR,,,Closed Bottom Structure,Round Culvert,1.1,10,No,,No,No,,1.2,0,0,No,8,0.8,11,No,No,Deep Fill,Low,,,10,,,,,,,,"Grassy wetland habitat upstream and small channel. Steep system. Stream bed substrate is mostly mud, not ideal fish habitat. ",,,,2023-09-19T16:12:26Z,MateoW,24601279
,2023-09-19,,24601280,AI,9,597636.8686162182,6070219.779971563,Tributary to Zymoetz River,Denis West FSR,,,Closed Bottom Structure,Round Culvert,0.6,18.5,No,,No,No,,1,0.18,0.4,Yes,5,1.8,7,No,Yes,Deep Fill,Medium,,,10,,,,,,,,Nice stream with good flow and abundant gravel. Pipe is very under sized and appears to have been trudged at the upstream end to clear it. Fish observed an outlet pool.           ,,,,2023-09-19T18:36:33Z,newgraph_airvine,24601280
,2023-09-25,,8300003,MW,9,585139.9670579716,6119114.877677416,Chicago Creek,Highway 16,,Moti,Closed Bottom Structure,Round Culvert,1.6,20,No,,No,No,,4,0.2,0.7,No,4.5,3.9,3,No,No,Deep Fill,High,,,10,,,,,,,,"Small rapids near inlet creating small drop. Appears to be high stream velocity in culvert, installing baffles could be an option. Wide stream with high flow, gravels present upstream.",,,,2023-09-25T10:42:03Z,MateoW,8300003
,2023-09-25,,8300013,MW,9,581147.4614727079,6115878.650126515,Gershwin Creek,Braucher Rd,,,Closed Bottom Structure,Round Culvert,0.75,8,No,,No,No,,1,0,0,No,2,2.1,3,No,No,Deep Fill,Low,,,10,,,,,,,,"Culvert is barely visible, small part of outlet can be seen but the rest is buried and submerged in water. Inlet not visible. Pipe looks very old and in bad condition. Moderate flow downstream with well defined channel. Upstream, channel is very overgrown and grassy vegetation. Culvert slope estimated.",,,,2023-09-25T11:47:42Z,MateoW,8300013
,2023-09-25,,8300091,MW,9,585181.3249660563,6120192.0778484885,Tributary to Skeena River,Aldous St,,,Closed Bottom Structure,Round Culvert,2,15,No,,No,No,,2.2,0,0,No,1,3.1,1,No,Yes,Deep Fill,Medium,,,10,,,,,,,,"Good flowing stream, fry spotted in culvert and upstream. No outlet drop or pool. Some gravels downstream, only sand/fines upstream of culvert. Flows through residential area. Channel is wider upstream than downstream.",,,,2023-09-25T09:08:22Z,MateoW,8300091
,2023-09-25,,8300094,MW,9,578733.4641091301,6113127.224666766,Comeau Creek,Highway 16,,Moti,Closed Bottom Structure,Round Culvert,0.9,32,No,,No,No,,3,0,0,No,2,0.9,3,No,No,Deep Fill,Low,,,10,,,,,,,,"Dewatered stream, very small channel upstream, overgrown and poorly defined. Outlet could not be found. No visible channel downstream.",,,,2023-09-25T14:08:23Z,MateoW,8300094
,2023-09-25,,8300157,AI,9,562493.6055393055,6105028.555887969,Shandilla Creek,Highway 16,,MOTI,Closed Bottom Structure,Oval Culvert,4.5,28,No,,No,No,,4,2,0.4,Yes,5.5,5.8,8,No,No,Deep Fill,High,,,10,,,,,,,,"Very large stream with massive outlet drop on the pipe. Slight gradient change within the pipe for the last one and a half metres before the outlet as it is a bit steeper. Skeena river is immediately downstream of the outlet.  Pink salmon, spawning location noted in upstream of the site.                  ",,,,2023-09-25T15:23:46Z,,8300157
,2023-09-25,,8300756,MW,9,585631.4305126023,6120092.052672844,Tributary to Skeena River,Highway 16,,,Closed Bottom Structure,Round Culvert,1.25,34,No,,No,No,,6,0.05,0.3,No,0.5,2.4,2,No,No,Deep Fill,Medium,,,10,,,,,,,,"Very long culvert. Small road/trail between highway and outlet, culvert runs underneath both. Upstream side is in fenced off agricultural field, could not access. Lots of fines/sands in stream bed. Some gravels and cobbles. Good flow in culvert, does not appear to be a fish passage issue.",,,,2023-09-25T09:32:36Z,MateoW,8300756
,2023-09-25,,8300759,MW,9,584964.960265714,6118989.202022667,Tributary to Chicago Creek,Highway 16,,Moti,Closed Bottom Structure,Round Culvert,1.8,22,No,,No,No,,1.6,0,0,No,0.5,2.3,3.5,No,No,Deep Fill,Medium,,,10,,,,,,,,"Relatively wide channel with high flow. Wetland habitat upstream. Beaver grate at inlet, 0.25m wide between vertical metal rods so still passable to all fish. Some stream substrate and cobbles present in culvert.",,,,2023-09-25T11:13:12Z,MateoW,8300759
,2023-09-25,,8300872,MW,9,581254.6151156514,6115637.24631568,Tributary to Gershwin Creek,Highway 16,,Moti,Closed Bottom Structure,Round Culvert,1.5,20,No,,No,No,,3,0.4,0.9,No,2,4.1,1.5,No,No,Deep Fill,High,,,10,,,,,,,,Adult fish spotted in outlet pool (approx. 40cm long). Good spawning gravels just downstream of outlet pool. Wide channel.,,,,2023-09-25T12:19:12Z,MateoW,8300872
,2023-09-25,,8300970,MW,9,569106.4441298228,6105804.118150496,Andimaul Creek,Highway 16,,,Closed Bottom Structure,Round Culvert,1.5,20,No,,No,No,,1.2,1.6,0.5,No,5,3.9,7,No,No,Deep Fill,High,,,10,,,,,,,,Massive outlet drop. Stream flows over big boulders before dropping down and creating large outlet pool. Some holes in culvert near end of pipe at outlet where water is flowing down through. High stream velocity in pipe. Nice stream with wide channel and high flow. Water line in stream downstream of crossing.,,,,2023-09-25T15:04:28Z,MateoW,8300970
,2023-09-25,,8302868,AI,9,584380.0436413154,6119478.135409188,Chicago Creek,Railway,,Canadian National ,Closed Bottom Structure,Round Culvert,1.7,75,No,,No,No,,18,1.2,1,Yes,2,5,2,No,Yes,Deep Fill,High,,,10,,,,,,,,High value habitat. Major work has been done on this crossing to backwater the outlet using driven sheet pilings. There is an approximate 1.2 m high drop following 40 m of stream after the outlet where adult coho spawners are staged. Incredible spawning habitat upstream with low gradients and abundant gravels. structure has the date 1920 stamped on the inlet.          ,,,,2023-09-25T11:06:50Z,,8302868
,2023-09-25,,8302869,AI,9,580430.3081150143,6115771.541401188,Gershwin Creek,Railway,,Canadian National ,Closed Bottom Structure,Concrete Box,1.5,120,No,,No,No,,30,0.4,0.35,No,7,4.5,10,No,Yes,Deep Fill,High,,,10,,,,,,,,Very high value habitat upstream with pockets of gravel throughout. Adult CT or RB observed just downstream of Highway 16. Crossing upstream of here. Structure is dated 1923. Water flows within the box. Culvert at the time of the survey were approximately two through 5 cm deep Skeena fisheries commission site with recommendation for installation of baffles.          ,,,,2023-09-25T13:35:25Z,,8302869
,2023-09-25,,8800020,AI,9,543151.8257248967,6096208.829787428,Tributary to Skeena River,Cedarvale Road,,MOTI,Closed Bottom Structure,Round Culvert,1.5,22,No,,No,No,,4,0,0,No,1,1,2,No,No,Deep Fill,Low,,,10,,,,,,,,Try at the time of survey. Well defined channel. Connects to a side channel of the skinny river.         ,,,,2023-09-25T16:13:26Z,,8800020
,2023-09-25,,8800072,MW,9,547005.6272366742,6100116.5421801135,Tributary to Skeena River ,Highway 16,,,Closed Bottom Structure,Oval Culvert,4.8,22,No,,No,No,,0.2,0.8,0.8,No,3,6.4,6.5,No,Yes,Bedrock,Medium,,,10,,,,,,,,"Big outlet drop and relatively deep pool. Big, wide culvert, some stream substrate in pipe but only on one side. Wide channel, high flow and steep system. Very low fill depth. Small fry seen in pipe.",,,,2023-09-25T16:04:40Z,MateoW,8800072
,2023-09-26,,8800026,AI,9,538524.1910100717,6050851.2396789435,Singlehurst Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2,42,No,,No,No,,6,0.4,1.2,No,2.5,5.7,1,No,Yes,Deep Fill,High,,,10,,,,,,,,"High value, Spany habitat upstream. One rad observed upstream. DFO and MOTI historic back watering and side channel sites. Approximately 30 pink salmon spawners and 10 steelhead spawners immediately downstream of the last wooden structure downstream of the pipe.          ",,,,2023-09-26T10:06:21Z,,8800026
,2023-09-26,,8800047,MW,9,539057.949232143,6051847.727188966,Singlehurst Creek,Singlehurst Road,,,Closed Bottom Structure,Round Culvert,3.1,22,No,,No,No,,1,0.2,0.7,No,3,4.6,2.5,No,No,Deep Fill,High,,,10,,,,,,,,Abundant gravels present upstream. Very wide channel with good flow. Minimal outlet drop but deep pool. ,,,,2023-09-26T10:10:43Z,MateoW,8800047
,2023-09-26,,8800056,MW,9,537939.7855108745,6048485.058310389,Noble Five Creek,Highway 16,,,Closed Bottom Structure,Round Culvert,1,24,No,,No,No,,5,1.6,0.5,No,4,2.1,5,No,No,Deep Fill,Medium,,,10,,,,,,,,"High fill depth and massive outlet drop. Pipe is bent sideways in the middle, can barely see the other side from inlet. Moderate flow in stream.",,,,2023-09-26T09:17:20Z,MateoW,8800056
,2023-09-26,,8800070,AI,9,536437.3707659568,6046472.962600345,Fall Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2.5,24,No,,No,No,,1,1.6,1.4,Yes,1.5,5.6,6.5,No,No,Deep Fill,High,,,10,,,,,,,,"Outlet of pipe is almost at high watermark of the Skeena. Suspect that elevation of the pipe may need to consider high water levels for the Skeena. However, normal high water level is not much higher than outlet pool surface level at time of the survey so outlet drop is nearly always elevated. Large stream with good flow. Coho observed upstream in FISS.        ",,,,2023-09-26T09:35:23Z,,8800070
,2023-09-26,,8800076,MW,9,538963.8675813008,6089976.477102162,Flint Creek,Highway 16,,,Closed Bottom Structure,Round Culvert,5,34,No,,No,No,,8,0,0.3,No,6,6.8,5,No,No,Deep Fill,High,,,10,,,,,,,,"Massive pipe, wide stream with high flow. Baffles in pipe reducing stream velocity and allows fish to rest. Rainbow confirmed upstream and downstream.",,,,2023-09-26T14:12:09Z,MateoW,8800076
,2023-09-26,,8800130,MW,9,541520.3597182916,6058092.082864572,Tributary to Skeena River,Highway 16,,,Closed Bottom Structure,Round Culvert,0.9,42,No,,No,No,,8,1,0,Yes,1,1.6,1,No,No,Deep Fill,Low,,,10,,,,,,,,Big outlet drop to Skeena River channel. Could be accessible during high-water in river. Small channel upstream. Stream is flowing. Chinook sampled upstream in the past.,,,,2023-09-26T11:29:54Z,MateoW,8800130
,2023-09-26,,8800140,AI,9,545406.6685022237,6075537.554802217,Tributary to Skeena River ,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.5,24,No,,No,No,,1.7,0,0,No,0,8,0,Yes,No,Deep Fill,Low,,,10,,,,,,,,"Beaver dam, approximately 1.4 m high located 5 m upstream of the inlet fever influence wetland upstream however, stream was dry at time of survey downstream of the Beaverdam. Skeena River is immediately downstream of the outlet with the high water level, approximately 2 m below pipe outlet. Culvert isn’t very poor condition with top side of the inlet, bent down and pipe rusted all the way through the bottom for the last 2 m of pipe at outlet. The area upstream of the highway may historically have provided refuge in high flows. However, at time of survey water levels were low with water quite stagnant.          ",,,,2023-09-26T13:00:04Z,,8800140
,2023-09-26,,8800144,MW,9,542400.7419915826,6078903.60980277,Tributary to Skeena River,Highway 16,,,Closed Bottom Structure,Round Culvert,0.6,18,No,,No,No,,1,0,0,No,2,0.6,2,No,No,Deep Fill,Low,,,10,,,,,,,,"Dewatered, no defined stream channel found. Outlet barely visible. ",,,,2023-09-26T13:29:33Z,MateoW,8800144
,2023-09-26,,8800149,AI,9,539718.6960416236,6083273.506073913,Tributary to Skeena River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,3.5,35,No,,No,No,,4,0,1.4,No,14,10,10,No,No,Shallow Fill,Medium,,,10,,,,,,,," Major debris accumulation downstream of the culvert. Stream is dewatered down stream for at least 60 m. There are numerous buried concrete lock blocks downstream of the outlet, which may have been part of a backwatering system. Trash rack upstream of the crossing has failed with steel members scattered throughout the stream. There are poured concrete wing walls upstream of the crossing with the right bank being approximately 8 m long and river left bank wall at 30 m long. Bottom half of the culvert is concrete and the top half is corrugated metal.    Steeper stream with step, pool habitat, and bedrock throughout the channel.                ",,,,2023-09-26T14:11:58Z,,8800149
,2023-09-26,,8801343,AI,9,547469.3550210244,6066332.327871184,Tributary to Skeena River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,0.6,20,Yes,0.2,Yes,Yes,50,1.5,0,0.25,Yes,1,1.7,1,Yes,No,Deep Fill,Low,,,10,,,,,,,,"Small drainage with beaverdam -  1 m high, approximately 5 m upstream of the inlet. Fine substrate. Seems unlikely that the stream is fish bearing. Historic FISS stream sample site conducted with channel dry at the time of their assessment. Culvert is in very poor condition rusting through and bent significantly on the outlet. Pipe slope estimated as deformed pipe and position made measurement with clinometer not possible.          ",,,,2023-09-26T11:38:36Z,,8801343
,2023-09-26,,8801347,AI,9,547267.596530251,6066036.212288833,Tributary to Skeena River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1,27,Yes,0.4,Yes,Yes,70,3.7,0,0.25,Yes,1.5,2.8,2,Yes,Yes,Deep Fill,Medium,,,10,,,,,,,,"Most of the inlet is blocked with accumulating fines upstream. Pipe is in very poor condition and starting to rust right through on the downstream end. Dolly Varden, and rainbow known upstream in FISS. Lots of beaver activity at the outlet. Small stream with mostly find substrate immediately upstream and downstream of the highway.   ",,,,2023-09-26T11:07:49Z,,8801347
,2023-09-26,,8801379,MW,9,538709.2204703665,6054565.81429626,Tributary to Skeena River,Highway 16,,,Closed Bottom Structure,Round Culvert,1.5,30,No,,No,No,,4,0.2,0,No,1,6.8,1,No,No,Deep Fill,Low,,,10,,,,,,,,"High distance from outlet of pipe to skeena wetted channel. Only accessible at high water. Big, wide wetland area just upstream of highway. Large woody debris blocking most of inlet. No water flowing through pipe. Some stagnant water upstream. ",,,,2023-09-26T10:31:02Z,MateoW,8801379
,2023-09-26,,8801406,AI,9,547755.6163372074,6068480.234094262,Tributary to Skeena River ,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,0.9,21,No,,No,No,,2.5,0.9,0.2,No,8,1.5,8.5,No,No,Deep Fill,Medium,,,10,,,,,,,,Historic rainbow point upstream of the highway. Small stream dewaters (perhaps temporarily) 40 m of stream of the crossing. Pipe is in very bad condition and has bent from 13 distance to all the way to the outlet. Significant amounts of water are leaking out of the bottom of the pipe and eroding the road prism at the outlet. Large outlet drop.          ,,,,2023-09-26T12:24:21Z,,8801406
,2023-09-26,,8801409,MW,9,547606.1781009558,6069846.8312307615,Tributary to Skeena River,Highway 16,,,Closed Bottom Structure,Round Culvert,1.5,40,No,,No,No,,3,2.2,0.3,No,4,2.7,18,No,No,Deep Fill,Medium,,,10,,,,,,,,Massive outlet pool. Drains into skeena river side channel. High flow and steep gradient upstream. Only passable upstream to adult salmon. Crossing a definite barrier to all fish.,,,,2023-09-26T12:48:25Z,MateoW,8801409
,2023-09-26,,8801991,AI,9,536543.7845316808,6046276.307854771,Fall Creek,Spur,,,Other,Ford,10,10,No,,No,No,,,,,No,,,,No,No,,,,,10,,,,,,,,Stream is completely blown out at this location due to a major debris event. All water is sub surface.          ,,,,2023-09-26T09:52:40Z,,8801991
