rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-10-03,,13900306,,10,607660.8713013988,5971153.440583823,Tributary to Fraser River,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,0.9,8,No,,No,No,,2,0,0.7,Yes,1,3,0,Yes,No,Deep Fill,Medium,,,Wetland area upstream. Beaver exclusion cage on inlet. In the cage is completely blocked with material so there is a wetland upstream. Appears to be recent maintenance on the site. Road prism is eroding at the location of the culvert with a piece of pipe set aside that has possibly been recently removed.    Culvert slope estimated as could not see through the pipe.                 12:55:42,,,,2023-10-03T12:55:42Z,newgraph_airvine,13900306
,2023-10-03,,13900308,,10,607110.3691350557,5971293.760651168,Tributary to Fraser River ,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,2,8.5,No,,No,Yes,100,0.7,0,0.6,No,0,5.9,3,No,Yes,Deep Fill,High,,,Abundant gravels present downstream and upstream. Small fish seen in culvert and downstream. Flow up and downstream but culvert is backwatered.  12:52:51,,,,2023-10-03T12:52:51Z,MateoW,13900308
,2023-10-03,,13900309,,10,608027.7837575218,5970650.815467207,Tributary to Fraser River ,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,2,19,No,,No,No,,1.6,0.3,1.2,No,3,3.8,1.5,No,No,Deep Fill,High,,,"Predominantly fine substrate in stream bed but abundant gravels upstream as well. Wide channel with good flow. Small debris jam near outlet but does not look like a barrier. Very deep, muddy outlet pool.  12:16:38",,,,2023-10-03T12:16:38Z,MateoW,13900309
,2023-10-03,,13903446,,10,582479.9836803795,5989487.048800785,Tributary to Fraser River ,Upper Fraser Road,,MOTI,Closed Bottom Structure,Round Culvert,1.05,17,No,,No,No,,1.6,0.05,0.2,No,2.5,2,1,No,No,Deep Fill,Medium,,,"Concrete pipe. Smaller stream with some flow. Chinook observations, upstream and downstream of this crossing in FISS.           Ministry of Transportation chris_culvert_id: 1994747. 16:28:14",,,,2023-10-03T16:28:14Z,newgraph_airvine,13903446
,2023-10-03,,13903449,,10,603341.9631133261,5973548.910755517,Tributary to Fraser River ,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,0.6,14.5,No,,No,No,,1.1,0.6,0.65,No,4,0.7,1,No,No,Deep Fill,Low,,,Good flow. Small channel with fine substrate. Pipe is bent up approximately 2 m downstream of the inlet. Debris guard has been built around the inlet.           14:08:24,,,,2023-10-03T14:08:24Z,newgraph_airvine,13903449
,2023-10-03,,13903450,,10,604449.0357429959,5973168.3539251415,Tributary to Fraser River ,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,1.3,10,No,,No,No,,0.6,0.5,0.5,No,4,1.9,2,No,No,Deep Fill,Medium,,,"Beaver grate at inlet, moderate outlet drop and pool. Wetland type habitat upstream. Very turbid stream water. 14:03:23",,,,2023-10-03T14:03:23Z,MateoW,13903450
,2023-10-03,,13903451,,10,605207.9276401586,5972373.40978561,Tributary to Fraser River ,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,0.8,10,No,,No,No,,1,0.2,0.2,No,3,1.4,2,No,No,Deep Fill,Medium,,,"Small debris jam at outlet causing drop. Culvert is old and warped. Velocity is much higher in pipe than upstream. Predominantly fine substrate upstream, some gravels downstream. 13:30:15",,,,2023-10-03T13:30:15Z,MateoW,13903451
,2023-10-03,,13903452,,10,604828.1782350347,5973093.737381465,Tributary to Fraser River,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,0.6,13.5,No,,No,No,,1.5,0.7,0.6,No,3,3.2,2,No,No,Deep Fill,Medium,,, Very nice stream with abundant gravel’s and good flow upstream. Some old growth cedar within the upstream riparian area. Culvert must be bent in the middle because cannot see through. Pipe gradient estimated. Large outlet drop and deep outlet. Pool indicate culvert is extremely undersized.           13:38:13,,,,2023-10-03T13:38:13Z,newgraph_airvine,13903452
,2023-10-03,,13905385,,10,590813.6565249922,5982800.405679079,Wolfe Creek,Railway,,CN Rail,Closed Bottom Structure,Round Culvert,4.8,17.5,Yes,0.25,Yes,No,,2,0,0.1,No,0,3.3,1.5,Yes,No,Deep Fill,High,,,"Fully embedded pipes. Three pipes with two at 1.8 m and one at 1.2 m. Nice habitat, upstream with abundant gravels some deeper pools and deeply undercut banks. 15:31:23",,,,2023-10-03T15:31:23Z,newgraph_airvine,13905385
,2023-10-03,,13905537,,10,612146.3163481528,5967655.21481416,Tributary to Fraser River,Railway ,,CN Rail,Closed Bottom Structure,Round Culvert,2.7,20,No,,No,No,,7,0.5,0.3,No,2.5,3.3,0.5,No,No,Deep Fill,Medium,,,"Three pipes at 0.9 m each. Made of concrete and built in 1930. Nice stream with good flow. Abundant rearing habitat located upstream.  Although the stream has a lot of volume, the depth in the one pipe functioning is extremely shallow with a 50 cm concrete drop at the outlet.             11:38:41",,,,2023-10-03T11:38:41Z,newgraph_airvine,13905537
,2023-10-03,,13905538,,10,610539.5774778441,5969262.807541243,72 Mile Creek,Penny Rd,,Unknown,Closed Bottom Structure,Round Culvert,1.8,10,No,,No,No,,0.3,0.2,0.2,No,1,3.1,1,No,No,Deep Fill,Medium,,,Two 0.9m pipes. Nice stream with good flow. There is another culvert located downstream on the driveway to a private residence that has a small outlet drop in approximately 20 cm. Some gravel is upstream of the railway.  No barrel photos. 12:00:42,,,,2023-10-03T12:00:42Z,newgraph_airvine,13905538
,2023-10-03,,13905538,,10,610555.9774311688,5969281.268797251,Tributary to Fraser River ,Railway,,CN Rail,Closed Bottom Structure,Round Culvert,1.8,31,No,,No,No,,9.9,0,0.2,No,0.5,3.1,1,No,No,Deep Fill,Medium,,,"Two pipes made of concrete under the railway 0.9 m each. Crossing constructed in 1934. Nice stream good flow. Some small gravel’s located upstream. Wire mesh cages attached to inlets upstream - poentially for beaver. Fill depth measured at 12m, but changed to 9.9 to satisfy submission template macros. 12:07:26",,,,2023-10-03T12:07:26Z,newgraph_airvine,13905538
,2023-10-03,,13905581,,10,587975.3361370222,5985292.5972697195,Robinson Creek,Rail,,CN Rail,Closed Bottom Structure,Round Culvert,0.9,12,No,,No,No,,1.2,0,0,No,1,1.1,2,No,No,Deep Fill,Low,,,"Grassy vegetation upstream and downstream, little to no riparian. Runs through private property downstream. Small channel with low flow. 16:11:20",,,,2023-10-03T16:11:20Z,MateoW,13905581
,2023-10-03,,24715750,,10,613205.5444695649,5966880.246023172,Redmountain Creek,Penny St,,MOTI Local,Open Bottom Structure,Bridge,12,5,No,,No,No,,,,,No,,,,No,No,,,,,"Wide stream, high flow and good habitat. Bridge on railway just upstream. Major moti structure, was in the wrong spot on the map. Ministry of Transportation chris_hwy_structure_road_id: 3626. 11:13:09",,,,2023-10-03T11:13:09Z,MateoW,24715750
,2023-10-03,,24715754,,10,576134.1870138797,5992812.79579031,Tributary to Fraser River ,Upper Fraser Road,,MOTI,Closed Bottom Structure,Round Culvert,4.4,35,Yes,1.3,Yes,Yes,100,2.5,0,2,No,0,12,0,Yes,No,Deep Fill,High,,,Three pipes. Two at 1.2 m and one at 2.0 m in the middle. Both 1.2 m pipes are completely submerged underwater and the 2 m pipe is 100% back watered. Assuming embedded due to the depth of the back watering. Bridge located just upstream on River Road. Crossing underneath the railway still needs to be assessed.           Ministry of Transportation chris_hwy_structure_road_id: 4172. 17:04:42,,,,2023-10-03T17:04:42Z,newgraph_airvine,24715754
,2023-10-03,,2023100301,,10,601823.8852683549,5974431.533929861,Tributary to Read Creek,Gray Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.8,11,No,,No,No,,0.3,0.08,0.2,No,2.5,3.4,1.5,No,No,Deep Fill,Medium,,,"Stream not present at this location within freshwater atlas. Good flow and abundant, small gravels upstream and downstream. Although pipe appears undersized, the size and depth of the outlet pool indicates that it handles the flow decently well.           Ministry of Transportation chris_culvert_id: 1995103. 14:41:27",,,,2023-10-03T14:41:27Z,newgraph_airvine,2023100301
,2023-10-04,,13900019,,10,660594.7023054481,5929526.129341706,Tributary to Fraser River,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.3,27,No,,No,No,,2,0.3,0,No,1,3.9,3.5,No,No,Deep Fill,High,,,"Steep waterfall 10m downstream of crossing, height approx 8m. Stream gradient and channel width taken upstream. Gravels present upstream, but definite barrier downstream. Ministry of Transportation chris_culvert_id: 1473114. 16:34:20",,,,2023-10-04T16:34:20Z,MateoW,13900019
,2023-10-04,,13900053,,10,608806.9277081017,5966505.774160757,Tributary to Fraser River,Penny Access Road ,,MOTI,Closed Bottom Structure,Round Culvert,0.6,10,No,,No,No,,1,0,0,No,0,2,0,Yes,No,Deep Fill,Medium,,, Could not locate pike as it is underwater at both inlet and outlet. Appears to be a bunch of logs under the road so suspect that there may be no structure at all as the drainage may have been put in with logs - although MOT culvert layer says 0.6 m galvanized pipe.. Road is failing with 3 foot deep and 2 foot wide hole in the road marked with a pilon.           Ministry of Transportation chris_culvert_id: 1993428. 14:32:19,,,,2023-10-04T14:32:19Z,newgraph_airvine,13900053
,2023-10-04,,13900064,,10,677526.4716038534,5916241.898418361,McIntosh Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,4.1,52,No,,No,No,,9.9,2.4,1.2,No,2.5,6.2,4,No,No,Deep Fill,High,,,"Deep canyon and high waterfall directly downstream of crossing. Definite barrier to all fish. Rough estimate 20m height. Outlet drop and pool estimated, unsafe to get near stream due to steep embankment. RB confirmed upstream of crossing.  Ministry of Transportation chris_hwy_structure_road_id: 30367. 17:27:23",,,,2023-10-04T17:27:23Z,MateoW,13900064
,2023-10-04,,13900066,,10,675449.4760342898,5917446.217765441,Clyde Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,5,90,No,,No,No,,9.9,0.75,1.8,Yes,4,6.4,3.5,No,No,Deep Fill,High,,,Absolutely massive structure with 12 m of fill plus the height of the culvert which appears to be approximately 7 m. Fill depth changed to 9.9 to satisfy submission template macros. Very nice llarge stream with  boulder step pool habitat suitable for bull trout  Ministry of Transportation chris_hwy_structure_road_id: 3691. 17:00:34,,,,2023-10-04T17:00:34Z,newgraph_airvine,13900066
,2023-10-04,,13900157,,10,645732.7806290356,5940526.20137716,Catfish Creek ,Highway 16,825,MOTI,Closed Bottom Structure,Round Culvert,2.4,45,No,,No,No,,9.9,1,0.1,Yes,2,6.7,0,Yes,No,Shallow Fill,High,,,Very large system with beaver complex upstream. Large beaver dam approximately 1.3 m high located 25 m upstream of the inlet. Approximately 20 m downstream of the outlet is a rock shoot that is over 30% but only for 5 m with a total height of 1.7 m. There’s significant erosion of the road prism on the upstream side above the culvert. Culvert is located on the bend of Highway 16 under 10 m of fill.  Ministry of Transportation chris_culvert_id: 1992752. 16:16:08,,,,2023-10-04T16:16:08Z,newgraph_airvine,13900157
,2023-10-04,,13900192,,10,585255.1858934435,5973725.591332093,Tributary to Kenneth Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,31,No,,No,No,,2,1.7,0.6,No,5,2.3,4.5,No,No,Deep Fill,High,,,"Very big outlet drop, measured to top of substrate but likely underestimated. Gravels present upstream that could be suitable for spawning. Small debris jam ~15m upstream of crossing but likely not a major barrier. Ministry of Transportation chris_culvert_id: 1992618. 10:50:45",,,,2023-10-04T10:50:45Z,MateoW,13900192
,2023-10-04,,13900193,,10,585721.8619549555,5973393.7878120355,Tributary to Kenneth Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,21,No,,No,No,,1.2,0,0,Yes,4,2.1,5,No,Yes,Deep Fill,High,,,Culvert is a little backwatered at outlet. Small fish seen in pipe. Trib to major spawning stream. Crossing appears passable. Slight inlet drop due to woody debris. Ministry of Transportation chris_culvert_id: 1992616. 11:30:43,,,,2023-10-04T11:30:43Z,MateoW,13900193
,2023-10-04,,13900196,,10,596934.4427897086,5969358.870167321,Hungary Creek,Highway 16,,MOTI,Closed Bottom Structure,Oval Culvert,5,31,No,,No,No,,2,0.5,1.4,No,1,11.6,1,No,No,Deep Fill,High,,,Very large low gradient stream with chinook points. Hydro metric station upstream. Outlet drop is comprised of boulders. Likely placed there to aid in passage. At downstream end of powerline Corredor. There is a steep cascade section for approximately 30 m that is 8% gradient.           Ministry of Transportation chris_hwy_structure_road_id: 3749. 12:57:36,,,,2023-10-04T12:57:36Z,newgraph_airvine,13900196
,2023-10-04,,13900198,,10,601647.0371408431,5967973.97942212,Lunate Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,82,No,,No,No,,8,2.8,2,No,2,2.4,3,Yes,No,Deep Fill,Medium,,,"Massive outlet drop and deep pool. Drop and pool depth estimated. Signs of beaver activity near inlet. Looks like an old well is attached to inlet side? Water could be flowing through, underneath surface, not visible.  Ministry of Transportation chris_culvert_id: 1992863. 13:34:08",,,,2023-10-04T13:34:08Z,MateoW,13900198
,2023-10-04,,13900200,,10,604595.9306008752,5966256.596446201,Tributary to Driscoll Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,0.6,36,No,,No,No,,4,0.2,0,No,1.5,1.1,2,No,No,Deep Fill,Low,,,"Big wetland upstream. Inlet could not be found, likely submerged. Small channel downstream, pipe looks old and in bad shape. Overflow pipe near first pipe but not functioning currently.  Ministry of Transportation chris_culvert_id: 1992855. 14:06:57",,,,2023-10-04T14:06:57Z,MateoW,13900200
,2023-10-04,,13900201,,10,606373.8435111998,5965784.355892452,Driscoll Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2.4,56,No,,No,No,,3.5,0.6,0.7,No,2,6.4,2,Yes,No,Deep Fill,High,,,"Big beaver dam near inlet of culvert spanning across whole channel, approx 1.2m high. Boulders in pipe near inlet creating small drop and increasing velocity. Channel widens downstream, high value habitat. RB and CCG confirmed upstream and downstream.  Ministry of Transportation chris_culvert_id: 1992674. 14:54:00",,,,2023-10-04T14:54:00Z,MateoW,13900201
,2023-10-04,,13900260,,10,587935.7074766351,5972452.286482063,Tributary to Sugarbowl Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,38,No,,No,No,,8,1.15,0.8,Yes,7,5.2,9,No,No,Deep Fill,High,,,Large stream with abundant gravels present upstream suitable for cultural spawning. Massive outlet drop with powerline riparian cleared downstream of the highway.   Old growth cedar hemlock riparian within Sugar bowl grizzly den provincial park. Follow up with habitat confirmation recommended.                 Ministry of Transportation chris_culvert_id: 1992815. 11:30:20,,,,2023-10-04T11:30:20Z,newgraph_airvine,13900260
,2023-10-04,,13900261,,10,587875.609558842,5972476.246359877,Tributary to Sugarbowl Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.1,42,No,,No,No,,7,0.2,0.7,Yes,12,2.5,9,No,No,Deep Fill,Medium,,,"Very nice stream with steeper cobble boulder habitat, potentially valuable rearing for Bulltrout . Very steep and long pipe with transmission line vegetation cleared at outlet.  20 m section of stream di watered approximately 10 m downstream of the outlet due to a graded substrate likely related to highway corridor.    Ministry of Transportation chris_culvert_id: 1992817. 11:05:47",,,,2023-10-04T11:05:47Z,newgraph_airvine,13900261
,2023-10-04,,13900265,,10,591253.153145029,5971048.0290760435,Sugarbowl Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2,22,Yes,0.25,No,No,,0.8,0,0,No,1,6.2,5.5,No,No,Deep Fill,High,,,"Embedded culvert, high flowing mountain stream. Very clear and wide channel. Gradient increases upstream. Small stream from drainage ditch flowing into inlet. Ministry of Transportation chris_culvert_id: 1992808. 11:55:36",,,,2023-10-04T11:55:36Z,MateoW,13900265
,2023-10-04,,13900270,,10,595602.0511542495,5969818.216229802,Tributary to Sugarbowl Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,56,No,,No,No,,6,0.9,0.4,No,3,3.7,4,Yes,No,Deep Fill,Medium,,,"Culvert very old. Big wetland complex upstream. Inlet barely visible, covered in woody debris and rusty metal. Culvert slope estimated. High velocity coming out of outlet with moderate drop. Habitat looks good downstream, wide channel with high flow. Ministry of Transportation chris_culvert_id: 1992569. 12:49:05",,,,2023-10-04T12:49:05Z,MateoW,13900270
,2023-10-04,,13903179,,10,610990.0082874649,5966576.9086492,Tributary to Fraser River,Penny Access Road,,MOTI,Closed Bottom Structure,Round Culvert,0.6,20,No,,No,No,,3,0.2,0.2,Yes,3,1.6,0.25,Yes,No,Deep Fill,Medium,,,"Horse tail and willow wetland upstream with a small well defined channel with fine gradients. Pipe is blocked by beaver debris. There’s a second pipe that’s approximately 1.5 m higher 0.9 m wide that is free of debris and functions as an overflow. Potential refuge area during periods of high flow in a Fraser, which was only 40 m downstream at the time of assessment.          Gate at the end of the road preventing access to launch point for Penny. Consider road deactivation?          Ministry of Transportation chris_culvert_id: 1993423. 13:44:19",,,,2023-10-04T13:44:19Z,newgraph_airvine,13903179
,2023-10-04,,13903183,,10,582693.6858145255,5975012.1698594,Tributary to Kenneth Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,1.2,30,No,,No,No,,3.5,0.35,0.7,Yes,1.5,2.2,1.5,Yes,No,Deep Fill,Medium,,,"Wetland type habitat, upstream with multiple small channels threaded through it. Inlet of pipe is extremely bent. Nice little stream with well defined channel downstream. Good amount of flow in this stream connected to known chinook system.           Ministry of Transportation chris_culvert_id: 1992666. 10:35:14",,,,2023-10-04T10:35:14Z,newgraph_airvine,13903183
,2023-10-04,,13903184,,10,582276.2595081639,5975078.491358872,Kenneth Creek,Highway 16,,MOTI,Closed Bottom Structure,Oval Culvert,4.7,33,No,,No,No,,1,1,2.4,No,1.5,9.4,1,No,No,Deep Fill,High,,,"Very wide stream with high flow. Velocity is high in culvert. Very deep and big outlet pool, depth estimated. Known salmon spawning location. Chinook confirmed downstream in past. Ministry of Transportation chris_hwy_structure_road_id: 3750. 10:13:57",,,,2023-10-04T10:13:57Z,MateoW,13903184
,2023-10-04,,13903617,,10,578669.9193293694,5973003.517012471,Tributary to Kenneth Creek,Bowron FSR,31.9,MOF,Closed Bottom Structure,Round Culvert,1.1,17,No,,No,No,,1.3,0.05,0.05,Yes,3,2.6,2,Yes,No,Deep Fill,Medium,,,"Stream flows into crossing from the east, flowing along the ditch for approximately 60 to 70 m. Very nice stream with good flow abundant gravels and some pools to 50 cm deep. inlet is completely buried as outlet is blocked by beaver debris. Culvert slope estimated.           09:31:27",,,,2023-10-04T09:31:27Z,newgraph_airvine,13903617
,2023-10-04,,13903618,,10,578803.8088577644,5973956.436870239,Tributary to Kenneth Creek,Bowron FSR,31,MOF,Closed Bottom Structure,Round Culvert,0.9,18,No,,No,Yes,50,1.4,0,0.5,No,4,1.8,1.5,Yes,No,Deep Fill,Medium,,,Wetland lake area upstream with small channels threaded through it. Great on culvert inlet and pipe is in poor shape as it is rusted and bent out of shape. Outlet back water for 40%. Small stream with some flow.           10:14:44,,,,2023-10-04T10:14:44Z,newgraph_airvine,13903618
,2023-10-04,,13903627,,10,579525.0356449632,5977411.9948753165,Tributary to Kenneth Creek,Bowron FSR,,MOF 7141,Closed Bottom Structure,Round Culvert,0.7,16,No,,No,Yes,100,1.5,0,0,No,1,2.1,0,No,No,Deep Fill,Low,,,"Big wetland area upstream. Smaller, grassy, wetland downstream. RB confirmed upstream in the past. Culvert is very old and in bad shape. There is a bigger, overflow pipe but it's too high above the water and is not functioning.  09:37:55",,,,2023-10-04T09:37:55Z,MateoW,13903627
,2023-10-05,,13900003,,10,688719.9146111502,5909202.119835992,Dominion Creek,1st Ave,,McBride,Closed Bottom Structure,Round Culvert,1.5,18,No,,No,No,,3,0,0,Yes,1,2.3,2,No,No,Deep Fill,High,,,"2 culverts, one bigger than the other. Debris jams at inlet creating drop and increasing stream velocity in pipe. Rail crossing upstream is a concrete OBS. Channel wider downstream than upstream.  11:06:36",,,,2023-10-05T11:06:36Z,MateoW,13900003
,2023-10-05,,13900012,,10,693877.7953081981,5908063.818340137,Teare Creek,Highway 16,,MOTI,Closed Bottom Structure,Round Culvert,2.5,32,Yes,0.2,Yes,No,,2.2,0,0,No,1,2.8,2,No,Yes,Deep Fill,Medium,,,"Continuously embedded culvert. Agricultural fields upstream and downstream. Very little riparian vegetation. Small fish seen near inlet. Channel looks like it gets smaller upstream, flows through cow field. Not a fish passage issue. But riparian restoration could be pursued.  RB confirmed in the past near crossing. Ministry of Transportation chris_culvert_id: 1473360. 12:54:06",,,,2023-10-05T12:54:06Z,MateoW,13900012
,2023-10-05,,13900015,,10,688844.1171741922,5909209.330167879,Dominion Creek,2nd Ave,,McBride,Closed Bottom Structure,Round Culvert,3.7,30,Yes,0.2,Yes,No,,2,0,0,No,1,3.4,0,No,No,Deep Fill,High,,,Continuously embedded culvert. Wide channel with moderate flow. High value habitat   10:09:03,,,,2023-10-05T10:09:03Z,MateoW,13900015
,2023-10-05,,13900025,,10,688754.1324304538,5910556.861795066,Shelby Creek,Airport Rd,,McBride,Closed Bottom Structure,Round Culvert,3,27,Yes,0.15,No,No,,2.2,0,0,No,3,1.4,2,No,No,Deep Fill,Medium,,,Chinook and mountain whitefish confirmed just upstream in 2019. Continuously embedded culvert. Grassy habitat upstream with little riparian on streambanks near crossing. Fines the predominant stream substrate.  09:09:59,,,,2023-10-05T09:09:59Z,MateoW,13900025
,2023-10-05,,13900030,,10,689522.9448746918,5908856.209915873,Tributary to Dominion Creek,Horseshoe Lake Rd,,MOTI Local,Closed Bottom Structure,Round Culvert,0.9,15,No,,No,No,,0.5,0,0,No,1,0.9,1,No,No,Deep Fill,Low,,,Dewatered and no defined stream channel found. Plastic culvert. Flow goes through mainstem of Dominion Creek just north through town. Ministry of Transportation chris_culvert_id: 1462891. 11:52:44,,,,2023-10-05T11:52:44Z,MateoW,13900030
