reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,channel_width_m,channel_width_m_2,channel_width_m_3,channel_width_m_4,channel_width_m_5,channel_width_m_6,channel_width_m_7,avg_channel_width_m,method_for_channel_width,wetted_width_m,wetted_width_m_2,wetted_width_m_3,wetted_width_m_4,wetted_width_m_5,wetted_width_m_6,wetted_width_m_7,avg_wetted_width_m,method_for_wetted_width,residual_pool_depth_m,residual_pool_depth_m_2,residual_pool_depth_m_3,residual_pool_depth_m_4,residual_pool_depth_m_5,residual_pool_depth_m_6,residual_pool_depth_m_7,average_residual_pool_depth_m,method_for_residual_pool_depth,bankfull_depth_number_1_m,bankfull_depth_number_2_m,bankfull_depth_number_3_m,bankfull_depth_number_4_m,average_bankfull_depth_m,method_for_bankfull_depth,gradient_number_1_percent,gradient_number_2_percent,gradient,gradient_number_4_percent,average_gradient_percent,method_for_gradient,stage,tributaries,temperature_c,method_for_temperature,conductivity_m_s_cm,method_for_conductivity,p_h,method_for_p_h,turbidity,total_cover,small_woody_debris,large_woody_debris,boulders,undercut_banks,deep_pools,overhanging_vegetation,instream_vegetation,crown_closure,functional_lwd,lwd_distribution,instream_vegetation_type,l_bank_shape,l_bank_texture_dominant_1,l_bank_texture_dominant_2,l_bank_riparian_vegetation,l_bank_riparian_vegetation_stage,r_bank_shape,r_bank_texture_dominant_1,r_bank_texture_dominant_2,r_bank_riparian_vegetation,r_bank_riparian_vegetation_stage,bed_material_dominant,bed_material_subdominant,d95_cm,d_cm,morphology,channel_pattern,coupling,confinement,feature_type,feature_height_m,feature_length_m,feature_height_length_method,utm_zone,utm_easting,utm_northing,utm_method,comments
54,Tributary to Coal Creek,8525_us,00000ZYMO,0,54,1.5,2.3,1.9,2,1.9,,,1.92,metre tape,0.8,2,1.9,1.7,1.9,,,1.6599999999999997,metre tape,0.5,0.45,0.5,0.2,,,,0.4125,metre stick,0.35,0.3,0.35,,0.3333333333333333,metre stick,3,1.5,0.5,0.5,0.01375,clinometer,low,,6.7,recording meter,133,recording meter,7.7,pH meter (general),Moderately Turbid,moderate,sub-dominant,sub-dominant,none,dominant,trace,sub-dominant,trace,41-70%,few,evenly distributed,mosses,undercut,fines,,shrubs,shrub,sloping,gravels,,coniferous forest,mature forest,gravels,fines,,,riffle-pool,sinuous,Partially Coupled,occasionally confined,,,,,,,,,Site 8525_us. Moderate value habitat. Abundant gravel throughout. Isolated pools are consistent every 30 to 50 m and up to 55 cm in depth. This is a wetland type fern and alder dominated gully with mature spruce riparian.  Dolly Varden captured.      12:49:28
55,Tributary to Coal Creek,8525_us2,00000ZYMO,0,55,2.1,2,1.8,,,,,1.9666666666666666,metre tape,1.1,1.5,1.8,,,,,1.4666666666666668,metre tape,0.2,,,,,,,0.2,metre stick,0.4,,,,0.4,metre stick,2.5,,,,0.025,clinometer,low,,6.7,recording meter,133,recording meter,7.7,pH meter (general),Moderately Turbid,moderate,sub-dominant,trace,none,dominant,trace,sub-dominant,none,1-20%,few,evenly distributed,mosses,undercut,fines,,coniferous forest,young forest,undercut,fines,,coniferous forest,mature forest,gravels,cobbles,,,riffle-pool,sinuous,Decoupled,occasionally confined,,,,,,,,,Site 8525_us2. Moderate value habitat. Good flow for small system and dry year. Abundant gravels throughout. Undercut banks throughout. Fish known upstream.          15:22:21
56,Tributary to McDonell Lake,8547_ds2,00000ZYMO,0,56,2.1,1.5,2,3.1,3,,,2.34,metre tape,1.7,0.9,0.9,1.7,1.5,,,1.34,metre tape,0.2,,,,,,,0.2,metre stick,0.25,0.25,,,0.25,metre stick,5,3.5,6,,0.04833333333333333,clinometer,low,,5.9,recording meter,113,recording meter,7.9,pH meter (general),clear,moderate,sub-dominant,dominant,trace,sub-dominant,trace,sub-dominant,none,21-40%,few,evenly distributed,mosses,undercut,fines,,coniferous forest,young forest,sloping,gravels,,coniferous forest,young forest,gravels,cobbles,,,riffle-pool,sinuous,Partially Coupled,occasionally confined,,,,,,,,,"Site 8547_ds2. Site access at Ford and just below historic sockeye spawning point in FISS. Very nice stream with numerous fry and par observed. Abundant gravel‘s throughout. No noticeably deep pools observed but multiple shallow pools up to 20 or 25 cm present. Good flow for time of year and dry year.
          16:59:44"
57,Tributary to McDonell Lake,8478_ds,00000ZYMO,0,57,3.1,2.2,3.6,2.2,4.1,2.8,2.7,2.957142857142857,metre tape,2.6,1.7,2.1,1.7,2.9,2.5,1.9,2.2,metre tape,0.2,0.3,0.4,0.3,,,,0.3,metre stick,0.35,0.5,,,0.425,metre stick,8,10,7,,0.08333333333333334,clinometer,low,,5.6,recording meter,153,recording meter,7.4,pH meter (general),clear,moderate,sub-dominant,dominant,trace,sub-dominant,trace,sub-dominant,none,1-20%,few,evenly distributed,none,undercut,fines,,coniferous forest,mature forest,sloping,gravels,,coniferous forest,mature forest,gravels,cobbles,,,step-pool,sinuous,Partially Coupled,occasionally confined,,,,,,,,,Site 8478_ds. Moderate value habitat. Abundant gravels present and channel is stable with LWD and SWD throughout. fish captured. Pools are not deep but majority of fish captured there           10:29:22
58,Tributary to Zymoetz River,198947_us,00000ZYMO,0,58,1.7,2,1.8,1.3,2.4,1.4,2.3,1.8428571428571427,metre tape,1,1.7,1.5,0.6,1.8,0.6,1.3,1.2142857142857142,metre tape,0.3,0.4,0.35,0.3,,,,0.33749999999999997,metre stick,0.3,,,,0.3,metre stick,6,7,8,,0.07,clinometer,low,,,recording meter,,recording meter,,pH meter (general),,moderate,sub-dominant,sub-dominant,trace,dominant,trace,sub-dominant,none,41-70%,few,evenly distributed,none,undercut,fines,,coniferous forest,mature forest,sloping,gravels,,coniferous forest,mature forest,cobbles,gravels,,,step-pool,sinuous,Partially Coupled,frequently confined,,,,,,,,,Site 198947_us. Moderate value habitat. Upon a gravel is present suitable for dolly Varden spawning. Occasional pools to 0.3 and 0.35m deep. Good flow on dry year. Fish observed downstream in outlet pool. No card filled out.17:33:59
59,Tributary to Zymoetz River,198947_ds,00000ZYMO,0,59,2,1.6,,,,,,1.8,metre tape,1.8,0.9,,,,,,1.35,metre tape,0.25,0.4,,,,,,0.325,metre stick,,,,,,metre stick,9,,,,0.09,clinometer,low,,,recording meter,,recording meter,,pH meter (general),,moderate,sub-dominant,sub-dominant,trace,dominant,sub-dominant,sub-dominant,none,41-70%,few,evenly distributed,none,undercut,fines,,shrubs,shrub,sloping,gravels,,mixed forest,mature forest,gravels,cobbles,,,cascade-pool,sinuous,Decoupled,unconfined,,,,,,,,,"Site 198947_ds. Moderate value habitat. Lol gradients from bottom of site to Zymoetz  river so likelihood  of natural barrier low. Abundant gravels, suitable for resident and anadromous fish.          18:31:39"
60,Tributary to Zymoetz River,8543_us,00000ZYMO,0,60,3.4,3.4,2.7,3.5,3.1,3.1,3,3.1714285714285717,metre tape,0.8,0.8,1.9,1.4,1.5,0.6,,1.1666666666666667,metre tape,0.45,0.29,0.6,0.3,0.6,,,0.44799999999999995,metre stick,0.4,,,,0.4,metre stick,3.5,7,8,5,0.05875,clinometer,low,,,recording meter,,recording meter,,pH meter (general),clear,trace,sub-dominant,sub-dominant,trace,sub-dominant,dominant,sub-dominant,trace,1-20%,few,evenly distributed,mosses,undercut,fines,,coniferous forest,mature forest,sloping,cobbles,,coniferous forest,mature forest,cobbles,gravels,,,step-pool,sinuous,Coupled,entrenched,,,,,,,,,Site 8543_us. Moderate to low value habitat. Stream is mostly dewatered but with isolated pools to 60 cm deep spaced every 30 to 40 m. Stream is entrenched in the valley with large amounts of mobile angular cobbled  substrate throughout. Fish observed in multiple isolated pools up to 300 m upstream of the crossing. No permanent Natural barriers observed.          10:35:09
61,Gramophone Creek,58067_ds,00000BULK,0,61,5.5,7.3,4.8,8.6,6.4,,,6.5200000000000005,metre tape,3.2,1.7,2.9,1.5,3.7,,,2.6,metre tape,1,0.45,0.4,0.5,0.47,,,0.5640000000000001,metre stick,0.5,0.6,,,0.55,metre stick,4,2,2,,0.026666666666666665,clinometer,low,,8.6,recording meter,138,recording meter,7.6,pH meter (general),clear,moderate,sub-dominant,sub-dominant,trace,sub-dominant,dominant,sub-dominant,sub-dominant,1-20%,few,evenly distributed,algae,undercut,fines,cobbles,mixed forest,mature forest,sloping,cobbles,gravels,mixed forest,mature forest,cobbles,gravels,,,riffle-pool,irregular wandering,Partially Coupled,occasionally confined,,,,,,,,,"Site 58067_ds. High vale habitat. Surveyed from Telkwa Hydro to confluence with Wiggs Creek.  Low water levels in stream with some sections dewatered, particularly in the first 300 m of the survey. Isolated pools scattered approximately 30 to 50 m apart with pools up to 0.6 m deep. Abundant algae in places of slow, moving water. Failing banks encountered throughout survey with Barbwire fence falling into the stream at multiple spots. Occasional pockets of gravel present suitable for resident and anadromous salmonids. Conductivity increased from approximately 140 to 230 over the survey,  indicating there could be inputs related to cattle use in the area. Extensive trampling within the channel was noted at locations throughout the survey.          10:55:05"
62,Gramophone Creek,58067_ds2,00000BULK,0,62,11,7.7,6.4,9.2,6.1,8,,8.066666666666666,metre tape,2.7,3.2,1.7,2.5,3.5,2.6,,2.7000000000000006,metre tape,0.4,0.45,1.5,0.7,0.5,0.5,1.2,0.75,metre stick,1,0.8,1,,0.9333333333333332,metre stick,2.5,3,3,,0.028333333333333335,clinometer,low,,9.7,recording meter,254,recording meter,7.24,pH meter (general),clear,moderate,sub-dominant,sub-dominant,sub-dominant,sub-dominant,dominant,sub-dominant,sub-dominant,1-20%,few,clumped,algae,undercut,fines,,mixed forest,mature forest,sloping,cobbles,,mixed forest,mature forest,cobbles,boulders,,,riffle-pool,sinuous,Partially Coupled,occasionally confined,cascade or Chute,1.7,3.5,,9,607606,6093513,,"Site 58067_ds2. High value habitat. Site covers from confluence of Wiggs creek to the Bulkley River. Canyon located at proximately 400 m from confluence with the Bulkley. Coho sampled below using dip netting. Canyon is ~ 40m long with two cascade sections 1.5 and 1.7 m high on bedrock, may be barriers to anadromous fish under high and low flow conditions.  Pockets of gravels and some deep pools greater than 1m are present and suitable for overwintering juveniles and resident adults. Stream is dewatered at the confluence with the Bulkley RIver.          12:13:53"
63,Tributary to Tagit Creek,198022_us,00000MORR,0,63,2.3,1.8,3,3.1,2.2,2.4,,2.4666666666666663,metre tape,1,1,0,0,0,0,,0.3333333333333333,metre tape,0.25,,,,,,,0.25,metre stick,0.3,0.3,,,0.3,metre stick,6.5,4,3.5,1,0.0375,clinometer,low,,7.6,recording meter,112,recording meter,7.5,pH meter (general),clear,moderate,sub-dominant,trace,none,sub-dominant,trace,dominant,none,71-90%,few,evenly distributed,vascular plants,undercut,fines,,coniferous forest,mature forest,sloping,gravels,,shrubs,shrub,gravels,fines,,,riffle-pool,sinuous,Decoupled,unconfined,,,,,,,,,"Site 198022_us. Moderate value habitat.  Site surveyed from upper crossing down to lower crossing. Stream is dewatered approximately 75 m downstream of upstream crossing. Approximately 50m upstream of the road is wetland type area, dominated by willow and sedge. Several fish, approximately 70 mm long,  were observed in the outlet pool of the upper crossing. Although primarily dry,  the upper part of the site beyond the wetland area contained abundant gravels.  Residual pools were dry except some shallow ones near the top end of the site when gradients were greater.          10:54:14"
